rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval
no,200,[0.2 0.3 0.5],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.2 0.4 0.4],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.2 0.5 0.3],49,5,1.2833333333333334,22.633333333333333,0.4846118689314634
no,200,[0.2 0.6 0.2],49,5,1.2833333333333334,22.633333333333333,0.4846118689314634
no,200,[0.2 0.7 0.1],49,5,1.2833333333333334,23.2,0.4869845541166486
no,200,[0.2 0.8 0. ],49,5,1.2833333333333334,23.2,0.48462344300553745
no,200,[0.3 0.  0.7],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.3 0.1 0.6],49,5,1.1833333333333333,23.433333333333334,0.49356140780771895
no,200,[0.3 0.2 0.5],49,5,1.2833333333333334,22.633333333333333,0.48869173004257455
no,200,[0.3 0.3 0.4],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.3 0.4 0.3],49,5,1.2333333333333334,23.0,0.49038375266759376
no,200,[0.3 0.5 0.2],49,5,1.2833333333333334,22.633333333333333,0.4846118689314634
no,200,[0.3 0.6 0.1],49,5,1.2833333333333334,23.2,0.4956651096722042
no,200,[0.3 0.7 0. ],49,5,1.2833333333333334,23.2,0.48462344300553745
no,200,[0.4 0.  0.6],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.4 0.1 0.5],49,5,1.1833333333333333,23.433333333333334,0.49356140780771895
no,200,[0.4 0.2 0.4],49,5,1.2333333333333334,23.0,0.4913766604690122
no,200,[0.4 0.3 0.3],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.4 0.4 0.2],49,5,1.2833333333333334,22.633333333333333,0.4846118689314634
no,200,[0.4 0.5 0.1],49,5,1.2833333333333334,22.783333333333335,0.4815669971365915
no,200,[0.4 0.6 0. ],49,5,1.2833333333333334,23.2,0.48462344300553745
no,200,[0.5 0.  0.5],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.5 0.1 0.4],49,5,1.1833333333333333,23.433333333333334,0.49356140780771895
no,200,[0.5 0.2 0.3],49,5,1.2333333333333334,23.0,0.4913766604690122
no,200,[0.5 0.3 0.2],49,5,1.2333333333333334,23.083333333333332,0.4840007739441895
no,200,[0.5 0.4 0.1],49,5,1.2833333333333334,22.783333333333335,0.47977301565511005
no,200,[0.5 0.5 0. ],49,5,1.2833333333333334,23.2,0.48462344300553745
no,200,[0.6 0.  0.4],49,5,1.1833333333333333,24.0,0.49276972031813043
no,200,[0.6 0.1 0.3],49,5,1.1833333333333333,23.433333333333334,0.4946296236997729
no,200,[0.6 0.2 0.2],49,5,1.2333333333333334,23.15,0.4882670041678665
no,200,[0.6 0.3 0.1],49,5,1.2833333333333334,22.783333333333335,0.48062371009955457
no,200,[0.6 0.4 0. ],49,5,1.2833333333333334,23.133333333333333,0.4920613085026135
no,200,[0.7 0.  0.3],49,5,1.1833333333333333,24.0,0.49276972031813043
no,200,[0.7 0.1 0.2],49,5,1.2833333333333334,22.716666666666665,0.48405694596700094
no,200,[0.7 0.2 0.1],49,5,1.2833333333333334,22.716666666666665,0.47931157559663057
no,200,[0.7 0.3 0. ],49,5,1.2833333333333334,23.133333333333333,0.49332288257668755
no,200,[0.8 0.  0.2],49,5,1.1833333333333333,24.0,0.49170150442607646
no,200,[0.8 0.1 0.1],49,5,1.2333333333333334,23.083333333333332,0.48522482424998675
no,200,[ 0.8  0.2 -0. ],49,5,1.2833333333333334,23.133333333333333,0.4934096881322431
no,200,[0.9 0.  0.1],49,5,1.1833333333333333,23.933333333333334,0.4847338344149281
no,200,[ 0.9  0.1 -0. ],49,5,1.2833333333333334,23.133333333333333,0.496199039984095
no,200,[1. 0. 0.],49,5,1.1833333333333333,23.916666666666668,0.4959333509403788
