,Unnamed: 0,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
72,6,no,300,[0.  0.6 0.4],49,5,0.6333333333333333,16.966666666666665,0.4323312017112181,16.966666666666665
73,7,no,300,[0.  0.7 0.3],49,5,0.6333333333333333,16.966666666666665,0.4323312017112181,16.966666666666665
74,8,no,300,[0.  0.8 0.2],49,5,0.5,17.583333333333332,0.4215116967262932,17.583333333333332
75,9,no,300,[0.  0.9 0.1],49,5,0.5,17.333333333333332,0.4220159630603162,17.333333333333332
76,10,no,300,[0. 1. 0.],49,5,0.5,17.383333333333333,0.4217325266134574,17.383333333333333
77,11,no,300,[0.1 0.  0.9],49,5,0.5333333333333333,16.833333333333332,0.4324625685506268,16.833333333333332
78,12,no,300,[0.1 0.1 0.8],49,5,0.55,16.616666666666667,0.4315236290059762,16.616666666666667
79,13,no,300,[0.1 0.2 0.7],49,5,0.55,16.616666666666667,0.4314989783411125,16.616666666666667
80,14,no,300,[0.1 0.3 0.6],49,5,0.55,17.4,0.4356478028565509,17.4
81,15,no,300,[0.1 0.4 0.5],49,5,0.55,17.4,0.4270271132013785,17.4
82,16,no,300,[0.1 0.5 0.4],49,5,0.6333333333333333,17.0,0.4421234209861959,17.0
83,17,no,300,[0.1 0.6 0.3],49,5,0.6333333333333333,17.0,0.4327622361939767,17.0
84,18,no,300,[0.1 0.7 0.2],49,5,0.5,17.583333333333332,0.4215116967262932,17.583333333333332
85,19,no,300,[0.1 0.8 0.1],49,5,0.5,17.333333333333332,0.4223400371343903,17.333333333333332
86,20,no,300,[0.1 0.9 0. ],49,5,0.5,17.383333333333333,0.4239547488356796,17.383333333333333
87,21,no,300,[0.2 0.  0.8],49,5,0.5333333333333333,16.583333333333332,0.427242964275882,16.583333333333332
88,22,no,300,[0.2 0.1 0.7],49,5,0.55,16.366666666666667,0.4278125256799423,16.366666666666667
89,23,no,300,[0.2 0.2 0.6],49,5,0.55,16.366666666666667,0.4262817014858578,16.366666666666667
90,24,no,300,[0.2 0.3 0.5],49,5,0.55,17.4,0.4356424029523364,17.4
91,25,no,300,[0.2 0.4 0.4],49,5,0.6333333333333333,17.0,0.4457584784574603,17.0
92,26,no,300,[0.2 0.5 0.3],49,5,0.6333333333333333,17.0,0.4415433084383033,17.0
93,27,no,300,[0.2 0.6 0.2],49,5,0.5,17.583333333333332,0.4215116967262932,17.583333333333332
94,28,no,300,[0.2 0.7 0.1],49,5,0.5,17.383333333333333,0.4228899340208648,17.383333333333333
95,29,no,300,[0.2 0.8 0. ],49,5,0.5,17.383333333333333,0.4239547488356796,17.383333333333333
96,30,no,300,[0.3 0.  0.7],49,5,0.5333333333333333,16.583333333333332,0.427242964275882,16.583333333333332
97,31,no,300,[0.3 0.1 0.6],49,5,0.55,16.366666666666667,0.4278265302979014,16.366666666666667
98,32,no,300,[0.3 0.2 0.5],49,5,0.55,16.366666666666667,0.426295706103817,16.366666666666667
99,33,no,300,[0.3 0.3 0.4],49,5,0.55,17.2,0.421883073079981,17.2
100,34,no,300,[0.3 0.4 0.3],49,5,0.6333333333333333,16.8,0.4402916491885963,16.8
101,35,no,300,[0.3 0.5 0.2],49,5,0.5,17.633333333333333,0.4299613364896649,17.633333333333333
102,36,no,300,[0.3 0.6 0.1],49,5,0.5,17.383333333333333,0.4228899340208648,17.383333333333333
103,37,no,300,[0.3 0.7 0. ],49,5,0.5,17.383333333333333,0.4242788229097537,17.383333333333333
104,38,no,300,[0.4 0.  0.6],49,5,0.5333333333333333,16.633333333333333,0.4272404066853368,16.633333333333333
105,39,no,300,[0.4 0.1 0.5],49,5,0.55,16.416666666666668,0.4278239727073563,16.416666666666668
106,40,no,300,[0.4 0.2 0.4],49,5,0.55,16.416666666666668,0.4262931485132719,16.416666666666668
107,41,no,300,[0.4 0.3 0.3],49,5,0.6333333333333333,16.8,0.4487715338401971,16.8
108,42,no,300,[0.4 0.4 0.2],49,5,0.5,17.633333333333333,0.4393474729520725,17.633333333333333
109,43,no,300,[0.4 0.5 0.1],49,5,0.5,17.633333333333333,0.4297558922164239,17.633333333333333
110,44,no,300,[0.4 0.6 0. ],49,5,0.5,17.383333333333333,0.4242788229097537,17.383333333333333
111,45,no,300,[0.5 0.  0.5],49,5,0.5333333333333333,16.633333333333333,0.4272404066853368,16.633333333333333
112,46,no,300,[0.5 0.1 0.4],49,5,0.55,16.416666666666668,0.4278239727073563,16.416666666666668
113,47,no,300,[0.5 0.2 0.3],49,5,0.55,16.416666666666668,0.418666029869204,16.416666666666668
114,48,no,300,[0.5 0.3 0.2],49,5,0.55,17.766666666666666,0.4466207498589684,17.766666666666666
115,49,no,300,[0.5 0.4 0.1],49,5,0.5,17.633333333333333,0.4414019156844814,17.633333333333333
116,50,no,300,[0.5 0.5 0. ],49,5,0.5,17.383333333333333,0.4242788229097537,17.383333333333333
117,51,no,300,[0.6 0.  0.4],49,5,0.5333333333333333,16.633333333333333,0.4272404066853368,16.633333333333333
118,52,no,300,[0.6 0.1 0.3],49,5,0.5333333333333333,16.883333333333333,0.4410667379308695,16.883333333333333
119,53,no,300,[0.6 0.2 0.2],49,5,0.55,17.766666666666666,0.4480096387478573,17.766666666666666
120,54,no,300,[0.6 0.3 0.1],49,5,0.55,17.766666666666666,0.4357431394217627,17.766666666666666
121,55,no,300,[0.6 0.4 0. ],49,5,0.5,17.633333333333333,0.4319169091655765,17.633333333333333
122,56,no,300,[0.7 0.  0.3],49,5,0.5333333333333333,16.883333333333333,0.441072137835084,16.883333333333333
123,57,no,300,[0.7 0.1 0.2],49,5,0.45,17.383333333333333,0.4391128286215816,17.383333333333333
124,58,no,300,[0.7 0.2 0.1],49,5,0.55,17.766666666666666,0.4472259396882961,17.766666666666666
125,59,no,300,[0.7 0.3 0. ],49,5,0.5,17.633333333333333,0.4292550230291141,17.633333333333333
126,60,no,300,[0.8 0.  0.2],49,5,0.45,17.25,0.4339453040680823,17.25
127,61,no,300,[0.8 0.1 0.1],49,5,0.45,17.383333333333333,0.4264009642148019,17.383333333333333
128,62,no,300,[ 0.8  0.2 -0. ],49,5,0.55,17.766666666666666,0.445465361643985,17.766666666666666
129,63,no,300,[0.9 0.  0.1],49,5,0.45,17.25,0.434792761695201,17.25
130,64,no,300,[ 0.9  0.1 -0. ],49,5,0.55,17.766666666666666,0.4455018017572617,17.766666666666666
131,65,no,300,[1. 0. 0.],49,5,0.45,16.6,0.4222166421809036,16.6
132,0,yes,100,[0. 0. 1.],49,7,2.85,36.7,0.1396949067203508,36.7
133,1,yes,100,[0.  0.1 0.9],49,7,2.85,36.7,0.1396949067203508,36.7
134,2,yes,100,[0.  0.2 0.8],49,7,2.816666666666667,36.75,0.1503601910994376,36.75
135,3,yes,100,[0.  0.3 0.7],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
136,4,yes,100,[0.  0.4 0.6],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
137,5,yes,100,[0.  0.5 0.5],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
138,6,yes,100,[0.  0.6 0.4],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
139,7,yes,100,[0.  0.7 0.3],49,7,2.8,36.7,0.1499913380504872,36.7
140,8,yes,100,[0.  0.8 0.2],49,7,2.8,36.7,0.1475895001223335,36.7
141,9,yes,100,[0.  0.9 0.1],49,7,2.8,36.7,0.1475895001223335,36.7
142,10,yes,100,[0. 1. 0.],49,7,2.816666666666667,36.333333333333336,0.1506730827536052,36.333333333333336
143,11,yes,100,[0.1 0.  0.9],49,7,2.85,36.7,0.1396949067203508,36.7
144,12,yes,100,[0.1 0.1 0.8],49,7,2.816666666666667,36.63333333333333,0.139870643681802,36.63333333333333
145,13,yes,100,[0.1 0.2 0.7],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
146,14,yes,100,[0.1 0.3 0.6],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
147,15,yes,100,[0.1 0.4 0.5],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
148,16,yes,100,[0.1 0.5 0.4],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
149,17,yes,100,[0.1 0.6 0.3],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
150,18,yes,100,[0.1 0.7 0.2],49,7,2.8,36.7,0.1475895001223335,36.7
151,19,yes,100,[0.1 0.8 0.1],49,7,2.8,36.7,0.1475895001223335,36.7
152,20,yes,100,[0.1 0.9 0. ],49,7,2.816666666666667,36.333333333333336,0.1506730827536052,36.333333333333336
153,21,yes,100,[0.2 0.  0.8],49,7,2.816666666666667,36.63333333333333,0.139870643681802,36.63333333333333
154,22,yes,100,[0.2 0.1 0.7],49,7,2.816666666666667,36.63333333333333,0.139870643681802,36.63333333333333
155,23,yes,100,[0.2 0.2 0.6],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
156,24,yes,100,[0.2 0.3 0.5],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
157,25,yes,100,[0.2 0.4 0.4],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
158,26,yes,100,[0.2 0.5 0.3],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
159,27,yes,100,[0.2 0.6 0.2],49,7,2.8,36.7,0.1497824825784738,36.7
160,28,yes,100,[0.2 0.7 0.1],49,7,2.8,36.7,0.1475895001223335,36.7
161,29,yes,100,[0.2 0.8 0. ],49,7,2.816666666666667,36.333333333333336,0.1506730827536052,36.333333333333336
162,30,yes,100,[0.3 0.  0.7],49,7,2.816666666666667,36.63333333333333,0.139870643681802,36.63333333333333
163,31,yes,100,[0.3 0.1 0.6],49,7,2.816666666666667,36.63333333333333,0.1499152865389449,36.63333333333333
164,32,yes,100,[0.3 0.2 0.5],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
165,33,yes,100,[0.3 0.3 0.4],49,7,2.816666666666667,36.65,0.1503521645225788,36.65
166,34,yes,100,[0.3 0.4 0.3],49,7,2.816666666666667,36.65,0.1500172362929137,36.65
167,35,yes,100,[0.3 0.5 0.2],49,7,2.8,36.7,0.1502743035286989,36.7
168,36,yes,100,[0.3 0.6 0.1],49,7,2.8,36.7,0.1500654480566855,36.7
169,37,yes,100,[0.3 0.7 0. ],49,7,2.816666666666667,36.333333333333336,0.15096633788557,36.333333333333336
170,38,yes,100,[0.4 0.  0.6],49,7,2.816666666666667,36.63333333333333,0.139870643681802,36.63333333333333
171,39,yes,100,[0.4 0.1 0.5],49,7,2.816666666666667,36.63333333333333,0.1499152865389449,36.63333333333333
172,40,yes,100,[0.4 0.2 0.4],49,7,2.816666666666667,36.65,0.1506351300007904,36.65
173,41,yes,100,[0.4 0.3 0.3],49,7,2.816666666666667,36.65,0.1503002017711254,36.65
174,42,yes,100,[0.4 0.4 0.2],49,7,2.816666666666667,36.65,0.1503002017711254,36.65
175,43,yes,100,[0.4 0.5 0.1],49,7,2.8,36.7,0.1500654480566855,36.7
176,44,yes,100,[0.4 0.6 0. ],49,7,2.816666666666667,36.333333333333336,0.15096633788557,36.333333333333336
177,45,yes,100,[0.5 0.  0.5],49,7,2.816666666666667,36.63333333333333,0.1502033049721246,36.63333333333333
178,46,yes,100,[0.5 0.1 0.4],49,7,2.783333333333333,36.68333333333333,0.1508158104345136,36.68333333333333
179,47,yes,100,[0.5 0.2 0.3],49,7,2.816666666666667,36.65,0.1506351300007904,36.65
180,48,yes,100,[0.5 0.3 0.2],49,7,2.816666666666667,36.65,0.1503002017711254,36.65
181,49,yes,100,[0.5 0.4 0.1],49,7,2.8,36.7,0.1500654480566855,36.7
182,50,yes,100,[0.5 0.5 0. ],49,7,2.816666666666667,36.333333333333336,0.1532390651582973,36.333333333333336
183,51,yes,100,[0.6 0.  0.4],49,7,2.816666666666667,36.63333333333333,0.1502033049721246,36.63333333333333
184,52,yes,100,[0.6 0.1 0.3],49,7,2.783333333333333,36.68333333333333,0.1508158104345136,36.68333333333333
185,53,yes,100,[0.6 0.2 0.2],49,7,2.816666666666667,36.65,0.1506351300007904,36.65
186,54,yes,100,[0.6 0.3 0.1],49,7,2.816666666666667,36.65,0.150091346299112,36.65
187,55,yes,100,[0.6 0.4 0. ],49,7,2.816666666666667,36.333333333333336,0.1532390651582973,36.333333333333336
188,56,yes,100,[0.7 0.  0.3],49,7,2.816666666666667,36.63333333333333,0.1502033049721246,36.63333333333333
189,57,yes,100,[0.7 0.1 0.2],49,7,2.816666666666667,36.65,0.1506351300007904,36.65
190,58,yes,100,[0.7 0.2 0.1],49,7,2.816666666666667,36.65,0.1503002017711254,36.65
191,59,yes,100,[0.7 0.3 0. ],49,7,2.816666666666667,36.333333333333336,0.1532390651582973,36.333333333333336
192,60,yes,100,[0.8 0.  0.2],49,7,2.816666666666667,36.63333333333333,0.1502033049721246,36.63333333333333
193,61,yes,100,[0.8 0.1 0.1],49,7,2.816666666666667,36.65,0.1506351300007904,36.65
194,62,yes,100,[ 0.8  0.2 -0. ],49,7,2.816666666666667,36.333333333333336,0.1532390651582973,36.333333333333336
195,63,yes,100,[0.9 0.  0.1],49,7,2.816666666666667,36.63333333333333,0.1502033049721246,36.63333333333333
196,64,yes,100,[ 0.9  0.1 -0. ],49,7,2.8333333333333335,36.28333333333333,0.1532659051549938,36.28333333333333
197,65,yes,100,[1. 0. 0.],49,7,2.8,36.31666666666667,0.1499005518246121,36.31666666666667
198,0,no,400,[0. 0. 1.],49,5,0.15,12.433333333333334,0.4517663319418541,12.433333333333334
199,1,no,400,[0.  0.1 0.9],49,5,0.15,12.433333333333334,0.4452146078039232,12.433333333333334
200,2,no,400,[0.  0.2 0.8],49,5,0.15,12.433333333333334,0.4452146078039232,12.433333333333334
201,3,no,400,[0.  0.3 0.7],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
202,4,no,400,[0.  0.4 0.6],49,5,0.15,12.433333333333334,0.4437073957236888,12.433333333333334
203,5,no,400,[0.  0.5 0.5],49,5,0.15,12.433333333333334,0.4422706141144933,12.433333333333334
204,6,no,400,[0.  0.6 0.4],49,5,0.15,12.633333333333333,0.4393605706970761,12.633333333333333
205,7,no,400,[0.  0.7 0.3],49,5,0.15,12.633333333333333,0.4384985017315589,12.633333333333333
206,8,no,400,[0.  0.8 0.2],49,5,0.15,12.633333333333333,0.4298778120763865,12.633333333333333
207,9,no,400,[0.  0.9 0.1],49,5,0.15,12.383333333333333,0.4313488096118149,12.383333333333333
208,10,no,400,[0. 1. 0.],49,5,0.1833333333333333,12.566666666666666,0.4303090794047263,12.566666666666666
209,11,no,400,[0.1 0.  0.9],49,5,0.15,12.433333333333334,0.4603870215970265,12.433333333333334
210,12,no,400,[0.1 0.1 0.8],49,5,0.15,12.433333333333334,0.4538352974590955,12.433333333333334
211,13,no,400,[0.1 0.2 0.7],49,5,0.15,12.433333333333334,0.4538352974590955,12.433333333333334
212,14,no,400,[0.1 0.3 0.6],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
213,15,no,400,[0.1 0.4 0.5],49,5,0.15,12.433333333333334,0.4422706141144933,12.433333333333334
214,16,no,400,[0.1 0.5 0.4],49,5,0.15,12.566666666666666,0.4401633344210067,12.566666666666666
215,17,no,400,[0.1 0.6 0.3],49,5,0.15,12.633333333333333,0.4298778120763865,12.633333333333333
216,18,no,400,[0.1 0.7 0.2],49,5,0.15,12.633333333333333,0.4298603511887747,12.633333333333333
217,19,no,400,[0.1 0.8 0.1],49,5,0.15,12.383333333333333,0.4327684262806462,12.383333333333333
218,20,no,400,[0.1 0.9 0. ],49,5,0.1833333333333333,12.566666666666666,0.4388497944085182,12.566666666666666
219,21,no,400,[0.2 0.  0.8],49,5,0.15,12.433333333333334,0.4603870215970265,12.433333333333334
220,22,no,400,[0.2 0.1 0.7],49,5,0.15,12.433333333333334,0.4624559871142679,12.433333333333334
221,23,no,400,[0.2 0.2 0.6],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
222,24,no,400,[0.2 0.3 0.5],49,5,0.15,12.433333333333334,0.4437073957236888,12.433333333333334
223,25,no,400,[0.2 0.4 0.4],49,5,0.15,12.566666666666666,0.4401458735333949,12.566666666666666
224,26,no,400,[0.2 0.5 0.3],49,5,0.15,12.633333333333333,0.4292856385450965,12.633333333333333
225,27,no,400,[0.2 0.6 0.2],49,5,0.15,12.633333333333333,0.4313219048946804,12.633333333333333
226,28,no,400,[0.2 0.7 0.1],49,5,0.15,12.383333333333333,0.4327473134039984,12.383333333333333
227,29,no,400,[0.2 0.8 0. ],49,5,0.1833333333333333,12.566666666666666,0.441148039248195,12.566666666666666
228,30,no,400,[0.3 0.  0.7],49,5,0.15,12.433333333333334,0.4603695607094148,12.433333333333334
229,31,no,400,[0.3 0.1 0.6],49,5,0.15,12.433333333333334,0.4624385262266562,12.433333333333334
230,32,no,400,[0.3 0.2 0.5],49,5,0.15,12.433333333333334,0.4523810549622883,12.433333333333334
231,33,no,400,[0.3 0.3 0.4],49,5,0.15,12.566666666666666,0.4415826551425904,12.566666666666666
232,34,no,400,[0.3 0.4 0.3],49,5,0.15,12.566666666666666,0.443044208848496,12.566666666666666
233,35,no,400,[0.3 0.5 0.2],49,5,0.15,12.633333333333333,0.4298636463937225,12.633333333333333
234,36,no,400,[0.3 0.6 0.1],49,5,0.15,12.633333333333333,0.4298636463937225,12.633333333333333
235,37,no,400,[0.3 0.7 0. ],49,5,0.1833333333333333,12.233333333333333,0.4862352277230933,12.233333333333333
236,38,no,400,[0.4 0.  0.6],49,5,0.1333333333333333,12.683333333333334,0.4706030918765926,12.683333333333334
237,39,no,400,[0.4 0.1 0.5],49,5,0.1333333333333333,12.683333333333334,0.4721117772413202,12.683333333333334
238,40,no,400,[0.4 0.2 0.4],49,5,0.1333333333333333,12.683333333333334,0.4603877556488776,12.683333333333334
239,41,no,400,[0.4 0.3 0.3],49,5,0.15,12.3,0.47408187806664,12.3
240,42,no,400,[0.4 0.4 0.2],49,5,0.15,12.3,0.4784678429789207,12.3
241,43,no,400,[0.4 0.5 0.1],49,5,0.15,12.3,0.4711579014584529,12.3
242,44,no,400,[0.4 0.6 0. ],49,5,0.15,12.05,0.4805632249965255,12.05
243,45,no,400,[0.5 0.  0.5],49,5,0.1333333333333333,12.683333333333334,0.4721035535571097,12.683333333333334
244,46,no,400,[0.5 0.1 0.4],49,5,0.1333333333333333,12.683333333333334,0.461856005433328,12.683333333333334
245,47,no,400,[0.5 0.2 0.3],49,5,0.1333333333333333,12.683333333333334,0.4492547908584293,12.683333333333334
246,48,no,400,[0.5 0.3 0.2],49,5,0.15,12.3,0.47408187806664,12.3
247,49,no,400,[0.5 0.4 0.1],49,5,0.15,12.3,0.4696959131543593,12.3
248,50,no,400,[0.5 0.5 0. ],49,5,0.15,12.05,0.4805632249965255,12.05
249,51,no,400,[0.6 0.  0.4],49,5,0.1333333333333333,12.683333333333334,0.473543688181866,12.683333333333334
250,52,no,400,[0.6 0.1 0.3],49,5,0.1333333333333333,12.683333333333334,0.4594887089870842,12.683333333333334
251,53,no,400,[0.6 0.2 0.2],49,5,0.15,12.3,0.4770828014276742,12.3
252,54,no,400,[0.6 0.3 0.1],49,5,0.15,12.3,0.4784678429789207,12.3
253,55,no,400,[0.6 0.4 0. ],49,5,0.15,12.3,0.4784650931576591,12.3
254,56,no,400,[0.7 0.  0.3],49,5,0.1333333333333333,12.683333333333334,0.4662337466613982,12.683333333333334
255,57,no,400,[0.7 0.1 0.2],49,5,0.1333333333333333,12.683333333333334,0.4741085920280198,12.683333333333334
256,58,no,400,[0.7 0.2 0.1],49,5,0.15,12.3,0.4931646727727035,12.3
257,59,no,400,[0.7 0.3 0. ],49,5,0.15,12.3,0.4989329294149691,12.3
258,60,no,400,[0.8 0.  0.2],49,5,0.1333333333333333,12.683333333333334,0.4711763917356221,12.683333333333334
259,61,no,400,[0.8 0.1 0.1],49,5,0.1333333333333333,12.683333333333334,0.4755705803321134,12.683333333333334
260,62,no,400,[ 0.8  0.2 -0. ],49,5,0.15,12.3,0.5019338527760032,12.3
261,63,no,400,[0.9 0.  0.1],49,5,0.1666666666666666,12.466666666666669,0.460105686787482,12.466666666666669
262,64,no,400,[ 0.9  0.1 -0. ],49,5,0.15,12.3,0.5107057826005645,12.3
263,65,no,400,[1. 0. 0.],49,5,0.1666666666666666,11.983333333333333,0.4834069859942236,11.983333333333333
264,0,no,200,[0. 0. 1.],49,5,1.05,25.566666666666663,0.359950144064096,25.566666666666663
265,1,no,200,[0.  0.1 0.9],49,5,1.0666666666666669,24.8,0.3514620374874961,24.8
266,2,no,200,[0.  0.2 0.8],49,5,1.0833333333333333,24.016666666666666,0.3520049469589771,24.016666666666666
267,3,no,200,[0.  0.3 0.7],49,5,1.1333333333333333,23.983333333333334,0.3709592567868218,23.983333333333334
268,4,no,200,[0.  0.4 0.6],49,5,1.1333333333333333,23.983333333333334,0.3709592567868218,23.983333333333334
269,5,no,200,[0.  0.5 0.5],49,5,1.1333333333333333,23.983333333333334,0.3692925901201552,23.983333333333334
270,6,no,200,[0.  0.6 0.4],49,5,1.0666666666666669,23.383333333333333,0.3907148123423774,23.383333333333333
271,7,no,200,[0.  0.7 0.3],49,5,1.1,22.733333333333334,0.3859404478302175,22.733333333333334
272,8,no,200,[0.  0.8 0.2],49,5,1.1,22.733333333333334,0.3859404478302175,22.733333333333334
273,9,no,200,[0.  0.9 0.1],49,5,1.1,23.916666666666668,0.3770896853029844,23.916666666666668
274,10,no,200,[0. 1. 0.],49,5,1.1,23.85,0.3634503198345749,23.85
275,11,no,200,[0.1 0.  0.9],49,5,1.05,25.566666666666663,0.359950144064096,25.566666666666663
276,12,no,200,[0.1 0.1 0.8],49,5,1.0666666666666669,24.8,0.3480606769432784,24.8
277,13,no,200,[0.1 0.2 0.7],49,5,1.1666666666666667,23.566666666666663,0.3661641350062373,23.566666666666663
278,14,no,200,[0.1 0.3 0.6],49,5,1.1333333333333333,23.983333333333334,0.3709592567868218,23.983333333333334
279,15,no,200,[0.1 0.4 0.5],49,5,1.1333333333333333,23.983333333333334,0.3709592567868218,23.983333333333334
280,16,no,200,[0.1 0.5 0.4],49,5,1.0666666666666669,23.383333333333333,0.3933814790090441,23.383333333333333
281,17,no,200,[0.1 0.6 0.3],49,5,1.1,22.966666666666665,0.3860221471766227,22.966666666666665
282,18,no,200,[0.1 0.7 0.2],49,5,1.1,22.966666666666665,0.3860221471766227,22.966666666666665
283,19,no,200,[0.1 0.8 0.1],49,5,1.1,23.916666666666668,0.3770896853029844,23.916666666666668
284,20,no,200,[0.1 0.9 0. ],49,5,1.1,23.85,0.3634503198345749,23.85
285,21,no,200,[0.2 0.  0.8],49,5,1.05,25.8,0.3592441255455775,25.8
286,22,no,200,[0.2 0.1 0.7],49,5,1.0666666666666669,24.8,0.3480606769432784,24.8
287,23,no,200,[0.2 0.2 0.6],49,5,1.1666666666666667,23.566666666666663,0.3661641350062373,23.566666666666663
288,24,no,200,[0.2 0.3 0.5],49,5,1.0666666666666669,23.383333333333333,0.392726306595251,23.383333333333333
289,25,no,200,[0.2 0.4 0.4],49,5,1.0666666666666669,23.383333333333333,0.3933814790090441,23.383333333333333
290,26,no,200,[0.2 0.5 0.3],49,5,1.0666666666666669,23.383333333333333,0.3923814790090441,23.383333333333333
291,27,no,200,[0.2 0.6 0.2],49,5,1.1,22.966666666666665,0.3737672452158384,22.966666666666665
292,28,no,200,[0.2 0.7 0.1],49,5,1.1,22.966666666666665,0.3655973105753155,22.966666666666665
293,29,no,200,[0.2 0.8 0. ],49,5,1.1,23.85,0.3634503198345749,23.85
294,30,no,200,[0.3 0.  0.7],49,5,1.05,25.8,0.3592441255455775,25.8
295,31,no,200,[0.3 0.1 0.6],49,5,1.0666666666666669,24.8,0.3485595431564304,24.8
296,32,no,200,[0.3 0.2 0.5],49,5,1.1,22.966666666666665,0.3882284051587428,22.966666666666665
297,33,no,200,[0.3 0.3 0.4],49,5,1.0666666666666669,23.383333333333333,0.392726306595251,23.383333333333333
298,34,no,200,[0.3 0.4 0.3],49,5,1.0666666666666669,23.383333333333333,0.3923814790090441,23.383333333333333
299,35,no,200,[0.3 0.5 0.2],49,5,1.1,22.966666666666665,0.375401232143943,22.966666666666665
300,36,no,200,[0.3 0.6 0.1],49,5,1.1,22.966666666666665,0.3655973105753155,22.966666666666665
301,37,no,200,[0.3 0.7 0. ],49,5,1.1,23.85,0.3634503198345749,23.85
302,38,no,200,[0.4 0.  0.6],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
303,39,no,200,[0.4 0.1 0.5],49,5,1.0,24.2,0.3715243957641401,24.2
304,40,no,200,[0.4 0.2 0.4],49,5,1.0666666666666669,23.383333333333333,0.392726306595251,23.383333333333333
305,41,no,200,[0.4 0.3 0.3],49,5,1.0666666666666669,23.383333333333333,0.3934596399285843,23.383333333333333
306,42,no,200,[0.4 0.4 0.2],49,5,1.1,22.966666666666665,0.3747589062480674,22.966666666666665
307,43,no,200,[0.4 0.5 0.1],49,5,1.1,22.966666666666665,0.375401232143943,22.966666666666665
308,44,no,200,[0.4 0.6 0. ],49,5,1.1,23.916666666666668,0.3626986858476467,23.916666666666668
309,45,no,200,[0.5 0.  0.5],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
310,46,no,200,[0.5 0.1 0.4],49,5,1.0,24.2,0.3715243957641401,24.2
311,47,no,200,[0.5 0.2 0.3],49,5,1.0666666666666669,23.383333333333333,0.3937263065952511,23.383333333333333
312,48,no,200,[0.5 0.3 0.2],49,5,1.0666666666666669,23.383333333333333,0.3809596399285844,23.383333333333333
313,49,no,200,[0.5 0.4 0.1],49,5,1.1,22.966666666666665,0.376120186392309,22.966666666666665
314,50,no,200,[0.5 0.5 0. ],49,5,1.1,23.916666666666668,0.3626986858476467,23.916666666666668
315,51,no,200,[0.6 0.  0.4],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
316,52,no,200,[0.6 0.1 0.3],49,5,1.05,23.616666666666667,0.3853623347539727,23.616666666666667
317,53,no,200,[0.6 0.2 0.2],49,5,1.0666666666666669,23.383333333333333,0.3768929732619178,23.383333333333333
318,54,no,200,[0.6 0.3 0.1],49,5,1.1,22.966666666666665,0.376120186392309,22.966666666666665
319,55,no,200,[0.6 0.4 0. ],49,5,1.1,22.966666666666665,0.3644416052376249,22.966666666666665
320,56,no,200,[0.7 0.  0.3],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
321,57,no,200,[0.7 0.1 0.2],49,5,1.0666666666666669,23.383333333333333,0.3903929732619177,23.383333333333333
322,58,no,200,[0.7 0.2 0.1],49,5,1.0666666666666669,23.383333333333333,0.3776263065952511,23.383333333333333
323,59,no,200,[0.7 0.3 0. ],49,5,1.1,22.966666666666665,0.3644416052376249,22.966666666666665
324,60,no,200,[0.8 0.  0.2],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
325,61,no,200,[0.8 0.1 0.1],49,5,1.0666666666666669,23.383333333333333,0.3768929732619178,23.383333333333333
326,62,no,200,[ 0.8  0.2 -0. ],49,5,1.1,22.966666666666665,0.3611736313814158,22.966666666666665
327,63,no,200,[0.9 0.  0.1],49,5,0.9833333333333332,25.2,0.3826874125826146,25.2
328,64,no,200,[ 0.9  0.1 -0. ],49,5,1.0666666666666669,23.166666666666668,0.3692109499870566,23.166666666666668
329,65,no,200,[1. 0. 0.],49,5,1.0,23.3,0.3897573900237641,23.3
330,0,yes,500,[0. 0. 1.],49,7,0.216666667,11.35,0.548305635,11.35
331,1,yes,500,[0.  0.1 0.9],49,7,0.216666667,11.35,0.537552947,11.35
332,2,yes,500,[0.  0.2 0.8],49,7,0.216666667,11.35,0.548519433,11.35
333,3,yes,500,[0.  0.3 0.7],49,7,0.216666667,11.35,0.537766744,11.35
